"","meanAR","maxAR","meanSD","maxSD","eigenMAF","mafAR","mafSD","pcaAR","pcaSD","eigenCOV","maxCOV","mutINFO","lake","res","method","computation","troph_level"
"1",-0.318681318681319,0.0989010989010989,-0.846153846153846,-0.846153846153846,0.186813186813187,0.252747252747253,0.296703296703297,-0.032967032967033,0.340659340659341,0.340659340659341,-0.582417582417582,-0.849281296908581,"Kinneret","Yearly","multivariate EWS","rolling","phytoplankton"
"2",-0.133333333333333,-0.3,-0.966666666666667,-0.85,-0.216666666666667,-0.0166666666666667,0.133333333333333,-0.9,-0.483333333333333,-0.483333333333333,-0.366666666666667,0.85,"Kasumigaura","Yearly","multivariate EWS","rolling","phytoplankton"
"3",-0.2,-0.447619047619048,-1,-0.676190476190476,-0.123809523809524,-0.523809523809524,0.180952380952381,-0.333333333333333,0.390476190476191,0.390476190476191,-0.333333333333333,0.657142857142857,"Lower Zurich","Yearly","multivariate EWS","rolling","phytoplankton"
"4",0.285714285714286,-0.142857142857143,-0.714285714285714,-0.285714285714286,0,-0.214285714285714,0.357142857142857,-0.0714285714285714,0.142857142857143,0.142857142857143,-0.0714285714285714,-0.571428571428571,"Mendota","Yearly","multivariate EWS","rolling","phytoplankton"
"5",-0.672727272727273,-0.636363636363636,0.272727272727273,0.163636363636364,-0.0909090909090909,-0.236363636363636,-0.309090909090909,0.527272727272727,0.672727272727273,0.672727272727273,0.527272727272727,NA,"Windermere","Yearly","multivariate EWS","rolling","phytoplankton"
"6",0.0666666666666667,-0.0666666666666667,0.866666666666667,1,0.333333333333333,-0.2,-0.2,-0.2,-0.733333333333333,-0.733333333333333,0.0666666666666667,-0.774596669241483,"Washington","Yearly","multivariate EWS","rolling","phytoplankton"
"7",-0.238095238095238,-0.523809523809524,-0.714285714285714,-0.80952380952381,0.238095238095238,0.714285714285714,-0.238095238095238,0.142857142857143,0.238095238095238,0.238095238095238,0.238095238095238,NA,"Loch Leven","Yearly","multivariate EWS","rolling","phytoplankton"
"8",-0.244444444444444,-0.2,-0.2,-0.155555555555556,0.155555555555556,0.155555555555556,0.111111111111111,-0.0222222222222222,0.333333333333333,0.333333333333333,0.0222222222222222,0.659261194821458,"Upper Zurich","Yearly","multivariate EWS","rolling","phytoplankton"
"9",-0.0476190476190476,-0.333333333333333,0.523809523809524,-0.333333333333333,0.333333333333333,-0.619047619047619,-0.0476190476190476,-0.142857142857143,-0.428571428571429,-0.428571428571429,0.523809523809524,0.349927106111883,"Monona","Yearly","multivariate EWS","rolling","phytoplankton"
"10",-0.744922059518186,-0.518752952290978,-0.626074633915919,-0.661029759093056,-0.380821917808219,-0.550873878129428,0.348512045347189,-0.342654700047237,0.478507321681625,0.478507321681625,0.094189891355692,-0.305220892051158,"Kinneret","Monthly","multivariate EWS","rolling","phytoplankton"
"11",-0.788657690738474,-0.322045423636611,-0.839385284917721,-0.541139670882633,-0.222766217870257,-0.300693594451244,-0.4281245750034,-0.690330477356181,-0.0878552971576227,-0.0878552971576227,-0.365701074391405,0.816129470964232,"Kasumigaura","Monthly","multivariate EWS","rolling","phytoplankton"
"12",-0.374869474416986,-0.429307344239471,-0.94222067525235,-0.724051514096763,0.282880023086357,0.182598658105476,0.328619868696342,0.24103600028858,0.845754274583363,0.845754274583363,-0.514357865696643,0.962628958949571,"Lower Zurich","Monthly","multivariate EWS","rolling","phytoplankton"
"13",-0.253781512605042,0.0448179271708683,-0.430252100840336,-0.363585434173669,-0.467226890756302,-0.399439775910364,-0.129411764705882,-0.253221288515406,0.76750700280112,0.76750700280112,0.563025210084034,0.873231553601237,"Mendota","Monthly","multivariate EWS","rolling","phytoplankton"
"14",-0.534053045448487,-0.327202452352392,0.38318006130881,-0.787551646008263,-0.363188058110089,-0.203252032520325,0.285085965613754,-0.644675463148074,-0.804611488737838,-0.804611488737838,-0.36958549913368,0.148340663734506,"Windermere","Monthly","multivariate EWS","rolling","phytoplankton"
"15",0.653877551020408,0.533061224489796,0.72734693877551,0.570612244897959,0.121632653061224,0.353469387755102,0.431836734693878,-0.00244897959183673,0.430204081632653,0.430204081632653,0.681632653061224,0.674219258386346,"Washington","Monthly","multivariate EWS","rolling","phytoplankton"
"16",0.395078605604921,0.215311004784689,-0.384142173615858,-0.592617908407382,0.538619275461381,0.654135338345865,-0.301435406698565,0.0731373889268626,0.397812713602187,0.397812713602187,0.4850452984874,-0.441128837717791,"Loch Leven","Monthly","multivariate EWS","rolling","phytoplankton"
"17",-0.199723087573555,-0.378331602630668,-0.691242644513672,-0.341640706126687,0.14681042228212,0.0138364779874214,0.180952380952381,-0.0727762803234501,0.338364779874214,0.338364779874214,-0.259299191374663,0.744833782569632,"Upper Zurich","Monthly","multivariate EWS","rolling","phytoplankton"
"18",-0.0610722610722611,-0.365034965034965,0.244755244755245,-0.0163170163170163,-0.283916083916084,-0.113286713286713,-0.0433566433566433,0.278321678321678,-0.667132867132867,-0.667132867132867,0.628904428904429,0.370629370629371,"Monona","Monthly","multivariate EWS","rolling","phytoplankton"
